name,ticker,change,change_percent,open,high,low,close,previous_close
Nasdaq Netherlands Industrials Index,I:NQNL50,-3.19,-0.159,1930.54468532223,2002.37138978906,1912.11556468732,2000.83833674529,2000.83833674529
Nasdaq Netherlands Industrials Large Mid Cap Index,I:NQNL50LM,-2.56,-0.175,1401.39344183033,1465.95529593722,1388.33586920751,1464.19012976438,1464.19012976438
Nasdaq Netherlands Industrials Large Mid Cap NTR Index,I:NQNL50LMN,-2.81,-0.163,1655.16688447539,1731.42001919714,1639.74476164263,1729.123585239,1729.123585239
Nasdaq Netherlands Industrials Large Mid Cap TR Index,I:NQNL50LMT,-2.73,-0.153,1704.03839270812,1782.54302589584,1688.1609064857,1780.0174019438,1780.0174019438
Nasdaq Netherlands Industrials NTR Index,I:NQNL50N,-5.52,-0.226,2356.65439221866,2444.3346825778,2334.15759718501,2444.08793997111,2444.08793997111
Nasdaq Netherlands Industrials TR Index,I:NQNL50T,-3.19,-0.126,2449.25526014045,2540.3808036575,2425.87449045509,2537.57317024293,2537.57317024293
Nasdaq Netherlands Basic Materials Index,I:NQNL55,-5.33,-0.302,1743.44429287047,1766.67000093129,1733.19686231415,1764.7441474842,1764.7441474842
Nasdaq Netherlands Basic Materials Large Mid Cap Index,I:NQNL55LM,-5.04,-0.258,1932.64349550154,1958.78976887919,1920.98903812984,1954.97396330502,1954.97396330502
Nasdaq Netherlands Basic Materials Large Mid Cap NTR Index,I:NQNL55LMN,-9.44,-0.431,2163.01675039117,2192.27968864533,2149.97306873422,2191.80122264329,2191.80122264329
Nasdaq Netherlands Basic Materials Large Mid Cap TR Index,I:NQNL55LMT,-6.0,-0.265,2237.50695324265,2267.7776517031,2224.01407187775,2263.5248999767,2263.5248999767
Nasdaq Netherlands Basic Materials NTR Index,I:NQNL55N,-7.25,-0.354,2019.95218008232,2046.86145376733,2008.0795210148,2045.70040239422,2045.70040239422
Nasdaq Netherlands Basic Materials TR Index,I:NQNL55T,-4.66,-0.219,2101.96295961564,2129.96475941752,2089.60826635203,2125.86983432066,2125.86983432066
NASDAQ Netherlands Large Cap Index,I:NQNLLC,-1.74,-0.0789,2174.67327221188,2205.2489751949,2157.56036506688,2204.74558157205,2204.74558157205
NASDAQ Netherlands Large Cap NTR Index,I:NQNLLCN,-0.874,-0.032,2698.86724564606,2736.81306690938,2677.62935894299,2734.90606326346,2734.90606326346
NASDAQ Netherlands Large Cap TR Index,I:NQNLLCT,-1.15,-0.0403,2817.92464099767,2857.54439811366,2795.74986957835,2855.78624775748,2855.78624775748
NASDAQ Netherlands Large Mid Cap Index,I:NQNLLM,0.0698,0.00407,1695.40264221972,1717.45155601902,1680.85520510319,1715.94298319412,1715.94298319412
NASDAQ Netherlands Large Mid Cap NTR Index,I:NQNLLMN,1.627,0.0774,2077.61251700526,2104.6321158634,2059.78552022526,2101.24146119774,2101.24146119774
NASDAQ Netherlands Large Mid Cap TR Index,I:NQNLLMT,-0.428,-0.0196,2158.17598064899,2186.24331697138,2139.65770741816,2184.83955512593,2184.83955512593
NASDAQ Netherlands Mid Cap Index,I:NQNLMC,1.189,0.0691,1708.35355555743,1723.30670123574,1686.70849301868,1721.83702333002,1721.83702333002
NASDAQ Netherlands Mid Cap NTR Index,I:NQNLMCN,0.744,0.0335,2200.7790821593,2220.0424074319,2172.89492392265,2218.93636040371,2218.93636040371
NASDAQ Netherlands Mid Cap TR Index,I:NQNLMCT,0.976,0.0419,2313.10819686557,2333.35473407967,2283.80081408338,2331.99886102306,2331.99886102306
NASDAQ Netherlands NTR Index,I:NQNLN,-0.339,-0.0121,2773.54294764769,2808.43072396068,2749.36502493511,2806.57109418239,2806.57109418239
NASDAQ Netherlands Small Cap Index,I:NQNLSC,0.0,0.0,2559.59454524066,2567.68621029588,2528.29973230126,2567.68621029588,2567.68621029588
NASDAQ Netherlands Small Cap NTR Index,I:NQNLSCN,0.0,0.0,3341.88745130355,3352.44977460264,3301.0372765132,3352.44977460264,3352.44977460264
NASDAQ Netherlands Small Cap TR Index,I:NQNLSCT,0.0,0.0,3514.69996030136,3525.80802524859,3471.73910956546,3525.80802524859,3525.80802524859
NASDAQ Netherlands TR Index,I:NQNLT,0.0442,0.00151,2901.54057184333,2938.03834187563,2876.24689146926,2935.69366013498,2935.69366013498
NASDAQ Norway Index,I:NQNO,7.042,0.743,956.79160930709,958.65891514111,947.4000449397,947.6522147288,947.6522147288
Nasdaq Norway Technology Index,I:NQNO10,-3.62,-0.578,614.67459436417,626.81597312867,610.36182766932,626.56036979819,626.56036979819
Nasdaq Norway Technology NTR Index,I:NQNO10N,-2.64,-0.411,630.85964378867,643.32071823799,626.43331726436,641.97620669096,641.97620669096
Nasdaq Norway Technology TR Index,I:NQNO10T,-3.74,-0.577,636.32762328229,648.89670416414,631.86293154805,648.61931970241,648.61931970241
NASDAQ Norway Financials Index,I:NQNO30,-5.77,-0.337,1701.15412117056,1711.22566869031,1691.40973087921,1709.64945456298,1709.64945456298
NASDAQ Norway Financials NTR Index,I:NQNO30N,-7.67,-0.323,2361.52246993235,2375.50367567902,2347.99542006518,2372.97249178918,2372.97249178918
NASDAQ Norway Financials TR Index,I:NQNO30T,-8.64,-0.323,2659.24773248216,2674.99159693934,2644.01528089872,2672.14129798804,2672.14129798804
Nasdaq Norway Consumer Discretionary Index,I:NQNO40,6.024,1.117,545.62988159564,547.40363852173,537.95455262638,539.22570083637,539.22570083637
Nasdaq Norway Consumer Discretionary NTR Index,I:NQNO40N,7.003,1.249,568.02167179316,569.8682209073,560.03135942255,560.62320665692,560.62320665692
Nasdaq Norway Consumer Discretionary TR Index,I:NQNO40T,6.323,1.109,576.91534242494,578.79080346348,568.79992354874,570.19022111285,570.19022111285
Nasdaq Norway Consumer Staples Index,I:NQNO45,5.536,0.694,810.86303353739,811.67852916407,796.94767665062,798.24116419904,798.24116419904
Nasdaq Norway Consumer Staples Large Mid Cap Index,I:NQNO45LM,3.845,0.562,695.25457294826,695.95379955948,683.43915545965,684.72061276487,684.72061276487
Nasdaq Norway Consumer Staples Large Mid Cap NTR Index,I:NQNO45LMN,4.031,0.562,728.87469744858,729.60773625843,716.48792692981,717.83135111136,717.83135111136
Nasdaq Norway Consumer Staples Large Mid Cap TR Index,I:NQNO45LMT,4.098,0.562,741.03046120781,741.77572522816,728.43711107159,729.80294012882,729.80294012882
Nasdaq Norway Consumer Staples NTR Index,I:NQNO45N,5.888,0.693,863.12081738814,863.98886935594,848.30865588417,849.68966895384,849.68966895384
Nasdaq Norway Consumer Staples TR Index,I:NQNO45T,6.029,0.693,883.12553774744,884.01370872583,867.97007187305,869.37883246457,869.37883246457
Nasdaq Norway Industrials Index,I:NQNO50,12.053,0.814,1498.45462420807,1502.46464599501,1480.93582045734,1481.51186221568,1481.51186221568
Nasdaq Norway Industrials NTR Index,I:NQNO50N,17.479,0.814,2172.91520265391,2178.73015171079,2147.51111340937,2148.34643392815,2148.34643392815
Nasdaq Norway Industrials TR Index,I:NQNO50T,17.611,0.76,2342.20401961548,2348.47200330773,2314.82073292737,2316.95103423317,2316.95103423317
Nasdaq Norway Basic Materials Index,I:NQNO55,-2.91,-0.282,1018.5963524856,1030.83478192855,1010.86175116335,1030.24055694889,1030.24055694889
Nasdaq Norway Basic Materials NTR Index,I:NQNO55N,-2.77,-0.228,1202.70440833985,1217.15489503782,1193.57180239215,1215.78796639609,1215.78796639609
Nasdaq Norway Basic Materials TR Index,I:NQNO55T,-3.72,-0.283,1301.82626881106,1317.46770410478,1291.94099172803,1316.70824950217,1316.70824950217
Nasdaq Norway Energy Index,I:NQNO60,6.092,0.913,677.78030024814,678.91806443862,666.624671828,667.39575117892,667.39575117892
Nasdaq Norway Energy Large Mid Cap Index,I:NQNO60LM,7.067,0.968,740.08640726072,741.90808291696,728.63055593371,729.73689012445,729.73689012445
Nasdaq Norway Energy Large Mid Cap NTR Index,I:NQNO60LMN,7.58,0.775,989.78428550503,992.22057661934,974.46334255931,977.81370198861,977.81370198861
Nasdaq Norway Energy Large Mid Cap TR Index,I:NQNO60LMT,9.821,0.901,1105.24809894399,1107.96859689693,1088.13988323195,1090.52531196103,1090.52531196103
Nasdaq Norway Energy NTR Index,I:NQNO60N,7.768,0.874,902.22446836651,903.73899850481,887.3746993234,888.74323540163,888.74323540163
Nasdaq Norway Energy TR Index,I:NQNO60T,8.961,0.913,996.88657372533,998.56000956455,980.47875516018,981.61286698362,981.61286698362
NASDAQ Norway Large Cap Index,I:NQNOLC,6.606,0.726,918.33477624748,920.62266658707,907.7161062196,909.36363993393,909.36363993393
NASDAQ Norway Large Cap NTR Index,I:NQNOLCN,9.201,0.716,1296.94655212922,1300.17769567766,1281.95000856247,1284.40492145499,1284.40492145499
NASDAQ Norway Large Cap TR Index,I:NQNOLCT,10.969,0.754,1469.27752344638,1472.93800319627,1452.28832342435,1454.52419721774,1454.52419721774
NASDAQ Norway Large Mid Cap Index,I:NQNOLM,5.634,0.695,817.6790947516,819.3146325751,809.84044664658,810.78665557412,810.78665557412
NASDAQ Norway Large Mid Cap NTR Index,I:NQNOLMN,7.077,0.659,1082.22325519312,1084.38793945459,1071.84856502068,1073.48141415603,1073.48141415603
NASDAQ Norway Large Mid Cap TR Index,I:NQNOLMT,8.318,0.695,1207.10038090022,1209.51484684706,1195.52856113126,1196.92540393203,1196.92540393203
NASDAQ Norway Mid Cap Index,I:NQNOMC,-3.44,-0.386,888.6445244841,892.09259132685,880.2988052187,891.63814258304,891.63814258304
NASDAQ Norway Mid Cap NTR Index,I:NQNOMCN,-4.35,-0.38,1140.57859353894,1145.00420031597,1129.86683143437,1144.35634041722,1144.35634041722
NASDAQ Norway Mid Cap TR Index,I:NQNOMCT,-4.68,-0.367,1271.43431563695,1276.36766118254,1259.49361992528,1275.48463451308,1275.48463451308
NASDAQ Norway NTR Index,I:NQNON,9.598,0.749,1294.17387983291,1296.69963195337,1281.47067761331,1281.73888495423,1281.73888495423
NASDAQ Norway Small Cap Index,I:NQNOSC,10.173,0.819,1256.74420196412,1259.22503358672,1241.57205880702,1242.18998948688,1242.18998948688
NASDAQ Norway Small Cap NTR Index,I:NQNOSCN,13.208,0.819,1631.72528159909,1634.94633141309,1612.02614988494,1612.82845564535,1612.82845564535
NASDAQ Norway Small Cap TR Index,I:NQNOSCT,14.139,0.81,1765.85113905603,1769.33695529431,1744.53276238557,1745.5561418506,1745.5561418506
NASDAQ Norway TR Index,I:NQNOT,9.971,0.698,1442.32035978075,1445.1352394224,1428.16299848544,1429.18723086215,1429.18723086215
NASDAQ New Zealand Index,I:NQNZ,-0.687,-0.0373,1834.04289850169,1845.09126399083,1826.75808780163,1841.72845965673,1841.72845965673
NASDAQ New Zealand Health Care Index,I:NQNZ20,-1.87,-0.0574,3242.92186189962,3262.58351547784,3229.36642132387,3257.0957032586,3257.0957032586
NASDAQ New Zealand Health Care NTR Index,I:NQNZ20N,-2.14,-0.0574,3709.69631284957,3732.18799377491,3694.18975115479,3725.91028570106,3725.91028570106
NASDAQ New Zealand Health Care TR Index,I:NQNZ20T,-2.25,-0.0575,3898.91300711199,3922.5518982546,3882.61551804854,3915.95398953112,3915.95398953112
NASDAQ New Zealand Financials Index,I:NQNZ30,17.082,0.783,2208.18195084558,2220.33284674282,2182.51534810461,2182.90763027502,2182.90763027502
NASDAQ New Zealand Financials NTR Index,I:NQNZ30N,23.859,0.73,3304.99841503171,3323.18472964507,3266.58306554221,3268.87821377453,3268.87821377453
NASDAQ New Zealand Financials TR Index,I:NQNZ30T,27.859,0.746,3774.62693535354,3795.39746059257,3730.75290132841,3732.76458181443,3732.76458181443
Nasdaq New Zealand Real Estate Index,I:NQNZ35,-0.122,-0.0154,788.40652063353,793.98934113447,785.65142110806,792.06372490626,792.06372490626
Nasdaq New Zealand Real Estate NTR Index,I:NQNZ35N,-0.133,-0.0154,862.03789570777,868.14211061568,859.02549013368,866.03665598299,866.03665598299
Nasdaq New Zealand Real Estate TR Index,I:NQNZ35T,-0.545,-0.0608,891.9402797832,898.25623779378,888.82337983722,896.48440033724,896.48440033724
Nasdaq New Zealand Industrials Index,I:NQNZ50,11.712,0.783,1503.71196651901,1511.84739204427,1496.39340831807,1496.6623679176,1496.6623679176
Nasdaq New Zealand Industrials NTR Index,I:NQNZ50N,15.199,0.768,1988.83756311551,1999.59762903028,1979.15790119756,1979.8046848254,1979.8046848254
Nasdaq New Zealand Industrials TR Index,I:NQNZ50T,17.024,0.783,2185.72174418281,2197.54699852983,2175.08384799522,2175.47479443849,2175.47479443849
NASDAQ New Zealand Utilities Index,I:NQNZ65,-0.758,-0.0575,1309.86827482671,1319.25949418535,1306.12356195685,1317.3387242413,1317.3387242413
NASDAQ New Zealand Utilities NTR Index,I:NQNZ65N,-0.969,-0.0575,1674.72078821221,1686.72785074577,1669.93301786188,1684.27206689598,1684.27206689598
NASDAQ New Zealand Utilities TR Index,I:NQNZ65T,-1.08,-0.0576,1863.307469785,1876.66662163075,1857.98055898282,1873.93429727931,1873.93429727931
NASDAQ New Zealand Large Mid Cap Index,I:NQNZLM,-0.729,-0.0633,1144.76145209645,1152.96075811539,1141.72999852791,1151.21589441275,1151.21589441275
NASDAQ New Zealand Large Mid Cap NTR Index,I:NQNZLMN,-0.637,-0.0438,1445.83133289221,1456.18703933957,1442.00261334058,1453.6990628594,1453.6990628594
NASDAQ New Zealand Large Mid Cap TR Index,I:NQNZLMT,-1.01,-0.0635,1580.4507915172,1591.77070420626,1576.265584911,1589.36175584861,1589.36175584861
NASDAQ New Zealand Mid Cap Index,I:NQNZMC,-0.901,-0.0683,1311.84307610194,1321.24831175999,1308.36917211336,1319.30505383673,1319.30505383673
NASDAQ New Zealand Mid Cap NTR Index,I:NQNZMCN,-0.659,-0.0376,1742.22218872309,1754.71301979285,1737.60859375837,1751.59403245336,1751.59403245336
NASDAQ New Zealand Mid Cap TR Index,I:NQNZMCT,-1.32,-0.0683,1921.30955450717,1935.08434926837,1916.22171660469,1932.23827714066,1932.23827714066
NASDAQ New Zealand NTR Index,I:NQNZN,-1.63,-0.0636,2551.73062182982,2567.10237380076,2541.59515850301,2563.09608266814,2563.09608266814
NASDAQ New Zealand Small Cap Index,I:NQNZSC,-1.3,-0.0576,2250.26484548829,2260.61611069061,2237.60026976606,2256.81365271584,2256.81365271584
NASDAQ New Zealand Small Cap NTR Index,I:NQNZSCN,-1.91,-0.0576,3305.64856856484,3320.85462089573,3287.04425330319,3315.26879406006,3315.26879406006
NASDAQ New Zealand Small Cap TR Index,I:NQNZSCT,-2.19,-0.0576,3790.76838315335,3808.20599674504,3769.43379521357,3801.80042297539,3801.80042297539
NASDAQ New Zealand TR Index,I:NQNZT,-1.83,-0.0636,2864.77831403217,2882.03588084516,2853.39942658498,2877.53809575051,2877.53809575051
NASDAQ Peru Index,I:NQPE,-1.44,-0.176,804.91849115939,819.21188015716,804.91849115939,819.21188015716,819.21188015716
NASDAQ Peru Large Mid Cap Index,I:NQPELM,-2.26,-0.187,1182.28273838051,1205.61380227198,1182.28273838051,1205.61380227198,1205.61380227198
NASDAQ Peru Large Mid Cap NTR Index,I:NQPELMN,-2.86,-0.188,1493.61917094856,1523.09412070099,1493.61917094856,1523.09412070099,1523.09412070099
NASDAQ Peru Large Mid Cap TR Index,I:NQPELMT,-2.88,-0.188,1503.06706593224,1532.72845961584,1503.06706593224,1532.72845961584,1532.72845961584
NASDAQ Peru Mid Cap Index,I:NQPEMC,0.0,0.0,637.21393461885,637.21393461885,637.21393461885,637.21393461885,637.21393461885
NASDAQ Peru Mid Cap NTR Index,I:NQPEMCN,0.0,0.0,818.84899474334,818.84899474334,818.84899474334,818.84899474334,818.84899474334
NASDAQ Peru Mid Cap TR Index,I:NQPEMCT,0.0,0.0,837.74514629729,837.74514629729,837.74514629729,837.74514629729,837.74514629729
NASDAQ Peru NTR Index,I:NQPEN,-1.91,-0.176,1063.42730953307,1082.31118457502,1063.42730953307,1082.31118457502,1082.31118457502
NASDAQ Peru Small Cap Index,I:NQPESC,0.0,0.0,326.94611936311,327.25520416583,326.76458250937,326.76458250937,326.76458250937
NASDAQ Peru Small Cap NTR Index,I:NQPESCN,0.0,0.0,505.25351925007,505.73117038302,504.97297720112,504.97297720112,504.97297720112
NASDAQ Peru Small Cap TR Index,I:NQPESCT,0.0,0.0,517.4197447605,517.90889746874,517.13244741405,517.13244741405,517.13244741405
NASDAQ Peru TR Index,I:NQPET,-1.93,-0.177,1073.34612324071,1092.40613221955,1073.34612324071,1092.40613221955,1092.40613221955
NASDAQ US Preferred Security Index,I:NQPFDUS,0.81,0.0946,857.839153686,859.04918279306,855.93202470136,855.98016919798,855.98016919798
Nasdaq US Preferred Security NTR Index,I:NQPFDUSN,0.999,0.0916,1092.95041398324,1094.4927942995,1090.52087873301,1090.6152714018,1090.6152714018
NASDAQ US Preferred Security Total Return Index,I:NQPFDUSX,1.461,0.0852,1719.28180885498,1721.70653956867,1715.46018655098,1715.71930249622,1715.71930249622
NASDAQ Philippines Index,I:NQPH,-2.19,-0.237,927.40984696768,928.34281930467,919.10049439909,924.18741783614,924.18741783614
NASDAQ Philippines Financials Index,I:NQPH30,-0.406,-0.0309,1329.42714351097,1330.22482307606,1307.68861824073,1312.21735896166,1312.21735896166
Nasdaq Philippines Financials Large Mid Cap Index,I:NQPH30LM,1.418,0.0857,1680.35089679342,1681.59820927905,1651.33380655456,1655.12182070193,1655.12182070193
Nasdaq Philippines Financials Large Mid Cap NTR Index,I:NQPH30LMN,-3.95,-0.219,1822.49083074709,1823.84365269189,1791.01920122245,1800.61936655281,1800.61936655281
Nasdaq Philippines Financials Large Mid Cap TR Index,I:NQPH30LMT,-4.48,-0.237,1911.93552839644,1913.35474450234,1878.91932573054,1889.31853613824,1889.31853613824
NASDAQ Philippines Financials NTR Index,I:NQPH30N,-0.444,-0.0309,1454.55005529546,1455.42281079859,1430.765545337,1435.72052169521,1435.72052169521
NASDAQ Philippines Financials TR Index,I:NQPH30T,1.298,0.0857,1536.05847492371,1536.98013690587,1510.94115568085,1514.40712295938,1514.40712295938
Nasdaq Philippines Real Estate Index,I:NQPH35,-2.14,-0.237,904.3426966202,904.4086223416,898.1155359735,903.08631812253,903.08631812253
Nasdaq Philippines Real Estate NTR Index,I:NQPH35N,-1.24,-0.135,921.35107605611,921.41824167217,915.00679840113,919.13064561107,919.13064561107
Nasdaq Philippines Real Estate TR Index,I:NQPH35T,-2.19,-0.236,927.47938442234,927.54699678625,921.0929082061,926.19086275907,926.19086275907
Nasdaq Philippines Consumer Discretionary Index,I:NQPH40,-2.44,-0.237,1033.03841139386,1037.434768516,1024.62227469517,1030.29322803473,1030.29322803473
Nasdaq Philippines Consumer Discretionary NTR Index,I:NQPH40N,0.895,0.0857,1050.16249684885,1054.63172986236,1041.60685067748,1043.99620591668,1043.99620591668
Nasdaq Philippines Consumer Discretionary TR Index,I:NQPH40T,-2.5,-0.237,1056.61014227885,1061.10681488375,1048.00196731017,1053.80231969676,1053.80231969676
Nasdaq Philippines Industrials Index,I:NQPH50,-1.87,-0.22,849.15383498709,853.06261375233,845.12626150546,849.65628171342,849.65628171342
,I:NQPH50LM,-2.34,-0.237,984.9725711804,989.5065433677,980.30080354022,985.72645171499,985.72645171499
,I:NQPH50LMN,-2.34,-0.236,988.68989904832,993.24098263716,984.00049996078,989.44662475973,989.44662475973
,I:NQPH50LMT,-2.35,-0.237,990.29572140276,994.85419682574,985.59870583011,991.0536761821,991.0536761821
Nasdaq Philippines Industrials NTR Index,I:NQPH50N,-2.2,-0.237,925.94587953665,930.20814326622,921.55407805593,926.65458208847,926.65458208847
Nasdaq Philippines Industrials TR Index,I:NQPH50T,-2.3,-0.237,969.23999694262,973.70154979956,964.64284958464,969.98183604395,969.98183604395
Nasdaq Philippines Basic Materials Index,I:NQPH55,-1.81,-0.364,494.13608486115,496.62237404701,492.95583124327,496.58598658,496.58598658
Nasdaq Philippines Basic Materials NTR Index,I:NQPH55N,-1.78,-0.306,578.59820607933,581.50947385923,577.21621304757,581.12699388826,581.12699388826
Nasdaq Philippines Basic Materials TR Index,I:NQPH55T,-1.93,-0.291,660.79969778695,664.12456960458,659.2213648987,663.59045120168,663.59045120168
NASDAQ Philippines Utilities Index,I:NQPH65,-1.8,-0.237,760.04736545745,761.94749854796,756.72947359524,760.91771199804,760.91771199804
Nasdaq Philippines Utilities Large Mid Cap Index,I:NQPH65LM,-1.31,-0.135,969.72506971351,972.45946718876,965.37930893641,969.73016957615,969.73016957615
Nasdaq Philippines Utilities Large Mid Cap NTR Index,I:NQPH65LMN,-0.354,-0.0309,1146.306306445,1149.53862163217,1141.16920816769,1145.12125775596,1145.12125775596
Nasdaq Philippines Utilities Large Mid Cap TR Index,I:NQPH65LMT,-1.71,-0.135,1271.3474185393,1274.93232036353,1265.64995652856,1271.35410465829,1271.35410465829
NASDAQ Philippines Utilities NTR Index,I:NQPH65N,-2.16,-0.237,909.99177063755,912.2667676365,906.01931519898,911.03382173269,911.03382173269
NASDAQ Philippines Utilities TR Index,I:NQPH65T,-1.36,-0.134,1011.41330865112,1013.94186145361,1006.99811015348,1011.53654185023,1011.53654185023
NASDAQ Philippines Large Cap Index,I:NQPHLC,-2.04,-0.22,931.97221565877,932.99625068966,923.38394826469,928.33344067225,928.33344067225
NASDAQ Philippines Large Cap NTR Index,I:NQPHLCN,-1.38,-0.135,1029.14633695742,1030.27714524039,1019.66259508087,1024.25811450077,1024.25811450077
NASDAQ Philippines Large Cap TR Index,I:NQPHLCT,-2.55,-0.237,1082.03026951229,1083.21918575018,1072.05919405861,1077.99269515222,1077.99269515222
NASDAQ Philippines Large Mid Cap Index,I:NQPHLM,-2.24,-0.22,1023.62797489668,1024.56379521799,1014.19616855166,1019.63242964291,1019.63242964291
NASDAQ Philippines Large Mid Cap NTR Index,I:NQPHLMN,-2.66,-0.237,1125.669246461,1126.69835486928,1115.2972220522,1121.47003007851,1121.47003007851
NASDAQ Philippines Large Mid Cap TR Index,I:NQPHLMT,-2.8,-0.237,1185.479051222,1186.56283890055,1174.55593353529,1181.05671929044,1181.05671929044
NASDAQ Philippines Mid Cap Index,I:NQPHMC,-2.07,-0.219,948.32465471134,949.48391771381,939.58907480961,944.62542938638,944.62542938638
NASDAQ Philippines Mid Cap NTR Index,I:NQPHMCN,-2.35,-0.22,1073.64140004918,1074.95385433033,1063.75145340555,1069.45333909636,1069.45333909636
NASDAQ Philippines Mid Cap TR Index,I:NQPHMCT,-2.75,-0.237,1165.62803392225,1167.05293566624,1154.89074392833,1161.28268538279,1161.28268538279
NASDAQ Philippines NTR Index,I:NQPHN,-2.44,-0.237,1033.40872910747,1034.44833609484,1024.14965394702,1029.81799044499,1029.81799044499
NASDAQ Philippines Small Cap Index,I:NQPHSC,-1.11,-0.237,468.04629268137,468.94894882229,465.0494110145,467.62331186662,467.62331186662
NASDAQ Philippines Small Cap NTR Index,I:NQPHSCN,-1.16,-0.219,530.04680336809,531.06903131758,526.65293491439,529.47589043273,529.47589043273
NASDAQ Philippines Small Cap TR Index,I:NQPHSCT,-1.35,-0.237,570.82163034034,571.92249505833,567.16668230257,570.30576983241,570.30576983241
NASDAQ Philippines TR Index,I:NQPHT,-0.338,-0.031,1096.94274219814,1098.04626426779,1087.1144186988,1090.87927241185,1090.87927241185
NASDAQ Poland Index,I:NQPL,-0.354,-0.0428,816.90054589663,828.29202564799,811.44620979003,826.47392551528,826.47392551528
NASDAQ Poland Financials Index,I:NQPL30,-0.297,-0.0346,844.07310401031,859.66486468262,843.07081809622,858.31644942034,858.31644942034
Nasdaq Poland Financials Large Mid Cap Index,I:NQPL30LM,0.394,0.0568,682.10233764369,694.90115171908,681.2926899056,693.43432702933,693.43432702933
NASDAQ Poland Financials Large Mid Cap NTR Index,I:NQPL30LMN,0.117,0.0129,890.32852724143,907.03445046923,889.27171737808,905.51691898168,905.51691898168
NASDAQ Poland Financials Large Mid Cap TR Index,I:NQPL30LMT,0.766,0.0793,950.27546347266,968.106217461,949.14749727595,965.84522096323,965.84522096323
NASDAQ Poland Financials NTR Index,I:NQPL30N,0.244,0.0208,1154.88053955097,1176.21355074661,1153.50918854861,1173.71846085553,1173.71846085553
NASDAQ Poland Financials TR Index,I:NQPL30T,0.693,0.0549,1242.42821605508,1265.37841231796,1240.95290746593,1262.26295435865,1262.26295435865
Nasdaq Poland Consumer Discretionary Index,I:NQPL40,-1.91,-0.32,584.22494509805,597.75507943312,577.51698335669,596.84412447207,596.84412447207
Nasdaq Poland Consumer Discretionary NTR Index,I:NQPL40N,-1.8,-0.292,602.73988876553,616.69881286236,595.81934189783,615.58759174289,615.58759174289
Nasdaq Poland Consumer Discretionary TR Index,I:NQPL40T,-1.4,-0.226,607.15026482001,621.21132933551,600.17907883789,619.67802187717,619.67802187717
Nasdaq Poland Industrials Index,I:NQPL50,10.946,0.918,1183.83774766118,1208.21715532828,1180.72190878108,1192.48332075326,1192.48332075326
Nasdaq Poland Industrials NTR Index,I:NQPL50N,17.045,0.918,1843.4069820102,1881.36925378231,1838.55516920245,1856.86939257525,1856.86939257525
Nasdaq Poland Industrials TR Index,I:NQPL50T,36.743,1.804,2039.94763497195,2081.95737415349,2034.57853082995,2036.96439322827,2036.96439322827
Nasdaq Poland Basic Materials Index,I:NQPL55,-0.846,-0.159,529.20785281837,534.2955511705,521.70724889796,533.64001823831,533.64001823831
Nasdaq Poland Basic Materials NTR Index,I:NQPL55N,-1.63,-0.256,629.94032991824,635.99645013905,621.01201775688,635.83730157004,635.83730157004
Nasdaq Poland Basic Materials TR Index,I:NQPL55T,-0.955,-0.144,656.01679640733,662.32361055658,646.7188955376,661.41695305378,661.41695305378
NASDAQ Poland Large Cap Index,I:NQPLLC,0.133,0.0256,512.5062923354,520.29111735163,510.03141365029,518.98756668074,518.98756668074
NASDAQ Poland Large Cap NTR Index,I:NQPLLCN,0.249,0.0367,670.02970080793,680.20726165835,666.79414594798,678.42795608893,678.42795608893
NASDAQ Poland Large Cap TR Index,I:NQPLLCT,0.244,0.0338,713.31374363471,724.14877680194,709.86917133127,722.27497200523,722.27497200523
NASDAQ Poland Large Mid Cap Index,I:NQPLLM,0.158,0.0218,714.6537775657,725.51747332591,710.00065913556,723.34650089139,723.34650089139
NASDAQ Poland Large Mid Cap NTR Index,I:NQPLLMN,-0.757,-0.0853,875.53687707332,888.84621168815,869.83624705237,887.13703058967,887.13703058967
NASDAQ Poland Large Mid Cap TR Index,I:NQPLLMT,0.0561,0.00603,919.16328465549,933.135799168,913.17860262568,930.49091308663,930.49091308663
NASDAQ Poland Mid Cap Index,I:NQPLMC,-2.35,-0.18,1286.94524802306,1306.5443012098,1272.69080617216,1303.62960416655,1303.62960416655
NASDAQ Poland Mid Cap NTR Index,I:NQPLMCN,-1.4,-0.0908,1524.15845189883,1547.37005519716,1507.27659304933,1542.54131633185,1542.54131633185
NASDAQ Poland Mid Cap TR Index,I:NQPLMCT,-0.175,-0.0109,1585.29221801191,1609.43483522509,1567.73323034476,1603.12801740539,1603.12801740539
NASDAQ Poland NTR Index,I:NQPLN,0.179,0.017,1040.60179787505,1055.17017581415,1033.71010867578,1052.22483181611,1052.22483181611
NASDAQ Poland Small Cap Index,I:NQPLSC,-1.18,-0.0979,1197.67547392607,1205.88824257144,1186.40123607532,1204.84049931819,1204.84049931819
NASDAQ Poland Small Cap NTR Index,I:NQPLSCN,-0.689,-0.0452,1515.96115935193,1526.35649477306,1501.69076052093,1524.22358313202,1524.22358313202
NASDAQ Poland Small Cap TR Index,I:NQPLSCT,-2.75,-0.171,1600.36224497031,1611.33634033493,1585.29734217322,1611.10914512756,1611.10914512756
NASDAQ Poland TR Index,I:NQPLT,-0.677,-0.0608,1101.12005574032,1116.47490754179,1093.768023834,1114.22408458988,1114.22408458988
