,Date,Aquila Investment Management ,Alger Funds,Sentinel Asset Management,EquiTrust Life Insurance Company,Timothy Plan,Natixis Asset Management,Advanced Asset Management,Madison Mosaic,Direxion Funds,Semper Capital Management,"Scout Investments, Inc.",Selected Funds,Saratoga Capital  Management,Value Line,TCW Investment Management,Bishop Street Capital,Old Mutual Capital,JNF Advisors Inc,RMB Asset Management,Pyxis Funds,Ambassador Funds,Madison Investment,Nicholas Funds,Trust for Credit Unions,Russell,TCG Financial Services,Weitz Investment Management,US Global Investors,Milestone,Eaton Vance,OneAmerica Funds,Shelton Capital Management,Forward Funds,Alpine,Pacific Capital Investments,Performance Funds,Ohio National Investments,Sun Life Financial,First Investors Management,Macquarie,Harbor,Securian Financial,RS Funds,Penn Mutual Life,Sterling Capital,Mutual of America,ProFunds,Homestead,Davis Funds,Hancock Horizon,Pacific Life,Calvert,RBB Fund,State Farm,Williams Capital Management,CLS AdvisorOne,Miles Capital,Meeder Funds,Pioneer Investments,Victory Capital Management,Touchstone,GE Asset Management,Paydenfunds,Northwestern Mutual,Valic,William Blair,Huntington,SunAmerica,Virtus,Mass Mutual,Hartford Mutual Funds,Lord Abbett,Allianz,Glenmede,Fifth Third,Guggenheim Investments,Lincoln National,Highmark,Great-West Funds,Plan Investment Fund,American Beacon,PIMCO,Janus,AXA Equitable,Bank of New York Mellon,GuideStone Funds,MainStay Funds,Ivy Funds,Transamerica,Voya,Thrivent Financial,Gabelli Funds,Brown Brothers Harriman,Principal Funds,Putnam,Mount Vernon,Nationwide,Cavanal Hill,Reich & Tang,Public Financial Management,John Hancock,BMO Funds,TD Asset Management,Jackson National,CNI Charter,American Century,PNC Investments,MFS Investment,Oppenheimer,USAA,Wilmington Funds,AllianceBernstein,TIAA-CREF,SEI Investments,Columbia,Royal Bank of Canada,Dimensional,Franklin Templeton,Bank of America,HSBC,Prudential,DWS Investments,T. Rowe Price,UBS,First American,American Funds,Invesco,Legg Mason,Northern Trust Funds,State Street,Allspring Funds,Morgan Stanley,Schwab,Dreyfus,Goldman Sachs,Federated,Blackrock,JP Morgan,Vanguard,Fidelity
29,06-30-2013,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11493470.95,0.0,0.0,24267477.0,11259139.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66862916.72,66041092.54,96460073.42,0.0,0.0,106375923.11,211171744.55,0.0,167087229.03,131420024.75,100725899.93,95213699.79,187614863.03,0.0,0.0,221996545.84,0.0,146948247.91,251130304.32,126213706.6,94181358.72,131344343.97,132389419.23,0.0,125098691.0,248974000.0,202297920.5,227317987.0,350697286.71,695203807.66,788877669.71,664078491.0,331297096.59,771438204.98,277641247.29,569269694.23,104054823.48,370142199.22,0.0,1079965237.48,816452026.97,473126273.61,476246004.82,570674177.8,1226891487.58,1936577336.41,1092789215.39,1706976486.59,677054047.77,2330494026.51,759663470.54,957592217.61,1432889737.81,0.0,1504757012.98,839789050.9,4152712719.76,399799940.93,883520271.0,1168006870.69,1318749677.33,1450224029.0,1248509017.03,1337884123.34,1396726678.65,1091369879.16,1901311581.79,1959126554.84,2312548389.82,2584399723.0,1689052773.56,1674326488.52,1628072692.75,3381411738.98,4407531657.28,3507939588.77,2208223422.34,7636227196.02,6550454080.05,3762750196.42,4802217904.77,6774649160.8,4077081670.34,5482075452.29,6209027508.34,4716916254.19,5898145648.31,9764838594.79,8618900860.95,9296170987.87,7428172860.16,12871737680.54,11432618159.02,9374942775.02,19698906661.51,18737588503.32,18668512822.67,42480957760.2,11571633574.53,40281938134.68,43192369824.63,33076407876.44,55179861777.31,35696418636.78,19158630159.71,62506923472.82,119925915598.92,77162727607.51,102835742772.89,111511848820.41,95272565533.62,162261459574.59,161842013982.46,124909877061.03,222957603722.9,187700595419.55,236667894008.42,209070149863.88,494256531012.94
28,05-31-2013,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21177277.79,0.0,0.0,23994544.0,11472194.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66931954.52,62546173.47,108060924.51,0.0,0.0,108396650.19,211683459.82,0.0,117764570.76,134579300.91,106697059.87,84163758.83,187578838.07,0.0,0.0,218013728.29,0.0,146666091.37,238651380.04,105802985.34,90077321.75,127973077.15,126293966.8,0.0,121040710.0,185297000.0,203262523.44,224590516.0,513883988.51,619991156.52,810391048.01,689964190.0,315180126.12,782396425.8,232068622.98,611620085.79,111315607.1,367462470.64,0.0,981206826.71,871524620.61,403576980.08,465673913.15,553934723.41,1244925669.1,2036348120.26,993493051.66,1662566215.96,678985772.82,2199332951.81,549409872.59,849925787.38,1368637357.63,0.0,971018634.0,749709326.11,3932140091.97,402704773.0,906116461.0,1129207337.85,1282173915.65,1418336389.0,1294495188.65,1360636400.33,1351521937.0,1168635026.98,1524587613.75,1843674464.53,2234673670.05,2478687800.0,1594759703.47,1683265534.11,1360482542.38,3385879243.72,4954053550.84,3124002647.26,2288437312.53,7886140952.27,6746938227.91,3671650784.73,4722435887.89,6700491490.68,4001179845.27,5124539652.47,6270734678.11,4884608231.71,6083475823.6,9880442326.78,8373584173.96,9665678916.13,6730952865.93,12647683603.65,12529374452.81,9908568793.67,20510749387.11,20666499433.6,21545498695.79,43731173718.33,11468379397.6,42580287791.97,43691303649.04,33449554416.37,54467895816.52,36785179358.79,18798132306.13,67496335950.86,115636805118.22,78114165567.45,103534902161.83,123390380706.17,95321651373.78,155470138570.24,162701832816.85,132150809646.0,225833402401.5,196767625988.25,244044309582.6,207741627802.16,494120751659.64
27,04-30-2013,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20489443.47,0.0,0.0,24537037.0,11705438.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75226778.05,59695981.41,109660293.18,0.0,0.0,109975974.56,215595630.33,0.0,96607301.87,137559318.25,98297297.92,84179449.9,198720616.94,0.0,0.0,218144058.64,0.0,143757185.54,241878362.0,128896246.43,91515897.39,536564959.87,127214407.7,0.0,122467696.0,191057000.0,207270860.3,223330232.0,492861511.97,638011408.47,816284039.63,670384871.0,323564991.42,772390630.68,238705145.32,678067420.77,109692890.37,370481671.64,0.0,1054175777.03,925648219.64,356920091.28,464293814.14,552580302.92,1304066848.81,2171306314.66,1006987842.85,1742025353.01,726598834.35,2255430928.08,567365607.15,856191915.65,1391580358.37,0.0,1154522948.0,752775654.86,4185156185.92,439884518.09,921829139.0,1227335571.79,1101025739.5,1413584475.0,1296732925.38,1393649488.99,1356639014.0,1135881883.96,1508736969.26,1959819522.91,2256099620.67,5701056498.0,1766561439.59,1746629658.69,1353156346.65,3382317776.28,5234139751.62,3417391002.44,2193174226.31,7557850726.15,6455748227.86,3784309420.88,4789987608.49,6582108681.21,4584290280.32,5055152535.68,6134573865.09,5115528352.06,6822761390.1,10236251808.75,8322572096.11,9699841652.89,7637621283.51,12727522335.47,11991899162.07,9507640867.05,19963265905.78,18756674276.77,21294424997.23,44572615581.36,11593210341.3,44561995959.0,42640819361.91,35734832643.68,54766834225.49,37582439012.29,18864317476.82,66073344081.75,112591872330.08,77481962425.41,108919004555.21,119691776395.13,89166194910.77,154966261197.61,158069089803.36,134706052501.62,225724448721.05,191582790240.02,246747763123.52,216013381240.74,497010427982.49
26,03-31-2013,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,14612077.0,9769034.88,0.0,0.0,25252779.0,12009568.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60520891.19,62609549.9,120091800.99,162430040.58,0.0,107811324.09,214637681.79,0.0,102637350.47,138796294.03,109211932.19,84193721.72,192235131.87,0.0,0.0,223277295.63,0.0,150062585.88,238195475.28,121189618.18,94115483.53,575610014.23,131742647.43,0.0,128501795.0,175133000.0,206280440.52,244746136.0,458098652.43,622746078.26,834619518.51,682122059.0,315292030.06,786999710.85,217672427.4,602849423.05,110073101.33,372536953.12,0.0,1163690078.53,857266276.2,386813869.9,470239158.06,561431282.59,1337418672.11,2043932619.95,1044816033.12,1741473705.38,710934465.32,2309866222.58,498861308.69,827627354.19,1501834986.92,0.0,940173501.97,744708398.6,4221346461.04,442655441.27,1016517408.0,1102128971.24,1076508235.93,1421931736.0,1320893205.23,1490385383.97,1361357070.0,1153864515.94,1537603594.79,1961555295.9,2289847744.88,5448536273.0,1757715059.36,1964294811.37,1386585631.19,3230299879.97,4423025057.63,3437417272.08,2193862981.45,7444902943.36,6816952035.06,3907618614.27,4751015249.7,6827715186.32,3943456932.57,5164943893.85,6241410906.72,5258265795.89,6499071899.35,9941641164.0,8486390757.47,9710680335.47,6635914207.44,12620099531.42,12155208182.92,9496521655.11,19815523368.46,13374776290.36,16850646386.31,46733829816.56,12454757464.31,38959864649.75,44286269864.45,34981715288.61,55007145877.69,38317134275.48,18817716660.0,63082679377.37,127905139664.88,80273230716.07,102718255744.28,114989665347.55,86792078955.67,158712957342.24,159347928330.16,127633613447.84,232455085221.1,194166121620.1,247824883806.88,211950004470.5,485599547638.23
25,02-28-2013,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,15529111.15,9063919.6,0.0,0.0,25860660.0,11155737.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60699251.4,64872640.41,148123883.56,180213601.33,0.0,98141103.04,216588063.23,0.0,102284380.03,138673233.74,111198225.39,84208531.64,198553197.81,0.0,0.0,226441121.97,0.0,151370989.77,252545714.57,103178124.96,96841615.76,586616039.95,133736410.39,0.0,124558206.0,172515000.0,207342178.23,237478056.0,569027905.28,628242889.29,841021518.3,684880981.0,312409202.65,849571022.93,266218085.11,551603683.27,118802489.06,377658611.71,0.0,1053946288.47,826690506.93,458604021.58,468065540.83,560682101.86,1415210622.64,1788344519.37,1053092316.6,1804216504.4,718575552.94,2361044608.26,606860946.84,822146242.85,1481116920.44,0.0,991756242.0,733251353.63,4236185403.13,448465894.19,980468708.0,1081639051.56,1215238592.93,1422838849.0,1293049187.16,1638487404.43,1278154582.0,1134250542.31,1538939574.85,2420896346.46,2328261106.34,5467241429.0,1762383394.03,1975389492.53,1418106141.71,4014679767.49,5057024624.28,3485171134.57,2216321140.77,7919606478.89,7005006906.08,3979910006.49,4854818973.1,6601756862.2,3740813214.7,5214495394.33,6026820054.79,5244446849.11,6275499284.97,10142080297.64,8487074109.24,10210681302.96,6527274572.64,12637496021.72,13933494656.14,9805504156.64,20847510283.93,8365906136.32,19771870752.45,48922957242.2,13410039385.81,38306551203.15,46004455028.69,34000016366.37,61205025877.42,37096289093.01,19029156697.6,60693093286.3,132021961644.66,80503145646.68,103978121686.83,118058224446.86,93020086235.98,159411774405.33,164547698452.67,139761414677.17,237306388130.45,205099618000.88,251957229627.55,207536474935.45,492362140133.19
24,01-31-2013,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,15820654.14,10582854.52,0.0,0.0,25558315.0,10900944.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61134774.49,66745121.29,168710569.85,215574565.16,0.0,95957794.55,219652501.0,0.0,106396603.07,142766791.54,112701728.96,84221961.24,204264413.86,0.0,0.0,188798204.01,0.0,154344711.15,250876800.93,137256909.94,119445317.52,590795165.91,133712745.78,0.0,121211546.0,157209000.0,208599180.39,238926349.0,573202098.24,658871108.71,842513416.04,671404284.0,314242037.42,761532419.0,236750715.21,561202556.71,174272520.23,357648909.14,0.0,1094906410.7,1028513604.83,374696011.43,467298306.11,557567911.5,1457403662.13,1540704644.39,1078406323.59,1847596199.63,722965463.44,2362351462.14,591272791.7,845904082.69,1590714027.78,0.0,1150588686.0,745759275.82,4556134201.9,456971570.18,1041648192.0,1069490148.13,1216054545.72,1427451118.0,1315842825.67,2304451618.86,1273702240.0,1089315729.97,1522742597.13,2294343421.7,2378626597.31,4657383718.0,1726669233.23,1996718020.66,1427068599.73,6612579881.42,4606818044.86,3463335680.67,2199179472.08,7815372001.88,6913517401.49,4000010731.03,5086068725.31,6856880672.01,3642476104.27,5203958723.98,6108303239.2,5267362779.43,6334305058.87,10142520143.05,8459301885.54,10365749084.8,6227484774.96,12510396493.08,14452411527.12,9296649727.76,20518446091.67,9888839883.74,19466253505.09,48511966871.39,14129059125.52,36750352972.75,47956322054.95,33231674198.37,64106684288.26,37595243541.25,19006487748.81,61998713678.08,126685270986.37,84370888029.05,101105873762.27,119497882160.92,93610518216.87,161751780542.48,166189227152.65,139410855617.51,241240053599.71,207689601934.88,259814152271.21,212744638073.13,491091193429.92
23,12-31-2012,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,16743031.87,9645377.74,0.0,0.0,25934120.0,11143382.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63491569.61,64038601.13,238643367.97,187028683.3,0.0,95049846.64,221783171.81,0.0,129333295.86,151733916.97,118706466.92,100236829.77,195486407.65,0.0,0.0,214227894.35,0.0,136196201.27,263958660.39,107344633.71,95982088.97,597281688.21,141964773.18,0.0,121851313.0,207166000.0,207860061.19,242458602.0,563659844.79,667508120.75,850996273.14,668683082.0,323026246.02,762115765.15,261918850.03,587930391.03,158336533.2,370267962.94,0.0,1028225591.85,1089777342.3,442690291.47,481520861.49,569650596.21,1516724499.46,1398298625.11,1131855737.56,1993996179.81,745399431.86,2464972947.85,631756306.27,872117552.12,1670784506.95,0.0,1385845620.0,772578150.97,4394145086.48,472316069.93,1048936552.0,998829611.82,1186034201.61,1484394526.0,1333811609.66,2499938761.55,1236909642.0,1170652989.41,1594712071.06,2608451566.44,2518440134.7,4292175497.0,1679603071.51,2100743963.13,1490077091.49,5962882199.85,4237845583.19,3687133550.75,2338684299.59,7578726849.43,7080209353.93,4232484768.36,4969873966.77,6820245585.73,3347564169.59,5075811551.38,6184702219.11,5253556426.01,5822631166.17,9741365150.46,8584399098.99,10481009453.87,5923610736.23,12773290887.52,14621969936.84,8890267403.6,21105543336.89,13485865188.12,18040490288.93,49832582685.16,13961471252.84,36617208585.1,43373997824.71,32423515454.52,62926254151.52,39277274770.09,19952455484.78,58354231326.84,125755142797.57,82032035886.76,92444225897.92,113211936511.81,91400166221.71,166626294262.39,168751219445.12,138266283186.51,240325586273.62,205923319601.63,249980031109.46,209425302905.39,486863253137.2
22,11-30-2012,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,16985079.6,11167234.49,0.0,0.0,25485057.0,11437821.66,0.0,0.0,0.0,0.0,0.0,0.0,72055154.86,0.0,61585224.6,66129060.3,253379351.86,193657458.29,0.0,112632493.19,225998714.32,0.0,117750121.99,152551678.25,115906776.95,114560739.0,228159948.91,0.0,0.0,244647167.93,175003902.18,156797083.19,251721932.74,120264443.5,99599401.45,583192005.84,135290967.18,623109136.49,126183624.0,199914000.0,207460762.03,256987658.0,599689811.51,697177641.92,857322699.24,603514040.0,310963406.94,814325671.35,241454758.53,623110058.83,160077911.26,375208037.56,0.0,856482041.22,1086550613.18,484216540.96,464048114.2,577957804.53,1451179866.82,1050287743.79,1115730121.6,1782186293.5,736851589.61,2484415384.37,580028140.37,884314977.81,1461246886.5,0.0,1653218766.0,746913919.95,4576105011.97,465775040.92,1093385445.0,992551086.88,1086455966.42,1446953874.0,1299844593.64,2155328868.16,1236167965.0,1151624141.63,1552513150.27,2860679769.54,2539646799.93,4106210050.0,1700968926.05,1653217213.0,1480227908.89,5982360049.7,4675985938.84,3666878255.35,2176607895.31,7652794351.35,6938164522.22,4205268565.12,4711982311.25,6546907981.59,3595263902.86,5637807753.55,6297844407.74,5098076478.13,5095737580.24,9292687355.18,8290329112.86,9534652171.8,6704896329.98,12657217954.93,12875312807.15,8736024903.78,20103010119.61,15574236059.49,19413710789.53,46796847492.87,12985700280.55,39016721078.42,47092147471.67,32863559634.49,60252594560.72,39873741734.4,20280458540.79,59705147412.36,125401259329.29,75726074277.83,93314124889.62,110971243234.95,89283280949.01,159613793463.27,163072548134.77,135351587385.89,240059401841.58,203793109113.78,240819000339.94,201390665876.49,494978608471.67
21,10-31-2012,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,17107040.13,15795830.82,0.0,0.0,25276755.0,11517296.16,0.0,0.0,0.0,0.0,0.0,0.0,76163843.15,0.0,63023709.17,67113342.7,187957073.55,195168642.04,0.0,101089207.8,228881905.88,0.0,110168655.21,154719772.73,107809066.29,113574540.05,228414311.25,0.0,0.0,239160432.09,173120859.8,145894632.73,251557967.12,145254078.18,97991449.14,592348303.51,132601998.68,735616552.13,127709133.0,199117000.0,207042456.72,261743724.0,605686924.64,667928350.35,864477365.68,608662510.0,299107027.77,789303781.52,271028535.17,603252558.34,148799440.48,383468681.22,0.0,942646073.18,1065787042.51,523955170.26,463077559.15,572904343.15,1281113802.36,1113710722.91,1057378464.33,1691765075.43,759491225.51,2268292997.97,311089188.79,850662271.65,1419011687.55,0.0,1258119383.76,729494622.84,4259736318.63,460644446.24,960203489.0,1033016201.26,1107900960.68,1434739361.0,1303851456.28,2158646478.35,1295996022.0,1146227531.43,1488305933.46,2313006054.74,2495579313.22,3198273610.0,2081303634.49,1542937438.71,1429407767.39,6190833764.51,4621229964.45,3589629575.32,2103510157.74,7626732723.46,6667754447.58,4113099963.57,4531193452.12,6958167435.46,3496506356.99,5471779810.44,6297620344.62,5034939947.58,5117663670.95,9410666152.11,8260984653.13,9197351363.84,7179057580.55,12896822515.13,12913179180.32,9166687611.9,19739376256.59,13758285149.48,18530452120.61,47028431944.28,12525065016.18,38649459036.12,41338081623.05,34745879087.44,57611898486.93,39588339912.86,19289874885.72,59819972989.78,118692347809.53,74595133426.73,95998522802.95,108433359557.47,85172567215.34,155164538588.31,162767185749.11,127279893623.23,230606182379.22,195438516563.86,235463876637.09,200596945959.02,485759141967.82
20,09-30-2012,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,17781442.93,16845340.31,0.0,0.0,24986593.0,11862963.36,65746930.66,0.0,0.0,0.0,0.0,0.0,75410338.93,0.0,63420578.24,66748796.87,184222698.52,199093982.39,0.0,97584673.98,231756316.59,0.0,111732526.29,155718894.57,104226830.75,108932952.9,237626169.32,0.0,0.0,235100031.02,177733361.29,143595686.67,253029749.49,116102055.75,102482453.43,595251209.57,138466289.35,748683780.95,131430904.0,171786000.0,206886855.89,270417820.0,596935599.64,669577011.39,872389970.38,639676284.0,300255986.61,731378930.18,271098455.41,572107223.06,173386772.66,251215434.63,0.0,960048414.74,1005043869.52,532808084.59,458672489.96,574839321.55,1251248064.99,934176838.62,1008837114.22,1763575001.11,728493200.52,2480695534.8,560666718.24,860204130.55,1422551425.6,0.0,1241843730.0,739321099.9,4095493890.61,464400957.51,983202288.0,1054436024.44,1198574381.6,1442069282.0,1314746674.74,2026385229.47,1256774847.0,1131270393.24,1499532830.5,1736073640.24,2491726644.06,1323818314.0,1751782356.75,1678379386.58,1439503902.73,6465632223.33,5044721413.3,3507896191.41,2246744949.2,7431939612.24,6208629846.0,4159654390.57,4423520344.81,6489178852.96,3587455772.0,5213636463.09,6181791580.1,5027030364.3,5181629686.44,9019095152.74,8227485870.56,9284799631.78,7640149533.47,12951533875.54,12948663410.4,8911042244.93,19007320678.47,15188890407.54,17784095997.71,43618778248.22,13263081022.82,40880740672.86,42103377407.74,35837055941.62,61260285542.16,40677753597.27,18619309550.51,57379252267.88,116281714062.64,74540540880.64,97084143950.7,104682096071.78,94214869263.05,155044356465.49,163628963748.44,126836808404.78,233325865066.26,187973562499.89,228606942833.66,199723295734.7,486515825028.42
19,08-31-2012,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,17376915.39,17829834.19,0.0,0.0,25397217.0,12010985.41,66194889.55,0.0,0.0,0.0,0.0,0.0,76161499.67,0.0,64051265.13,66931158.0,174627733.08,153810268.02,0.0,92243667.38,236771756.8,0.0,119435244.23,158077518.58,109904351.71,118756350.57,233225246.2,0.0,604760650.23,252216688.95,177317169.51,139573973.66,253661444.03,98237825.48,97510947.03,602680911.4,140329384.58,765227542.6,128752287.0,137716000.0,205431993.59,263565906.0,558250631.58,673926801.29,889074564.03,641718069.0,293509283.15,909544706.54,320336846.22,547192584.65,171592364.29,401688618.32,0.0,917965746.34,1047953204.2,554669047.29,444492575.84,580747569.63,1283845802.25,966985801.45,1006280863.99,1756755744.17,740163912.78,2508412978.08,595252480.51,857233375.63,1392988052.95,4309811407.14,1019135597.77,732950281.07,4311789449.93,459588001.82,1124457421.0,988661178.2,1507352344.95,1417432350.0,1329707865.6,2146067934.24,1343210882.0,1216180387.08,1476452565.65,1751176031.68,2512617657.36,1215739855.0,1927240313.24,1715403667.4,1440555213.54,6953605879.77,6165946679.18,3568047062.81,2351155711.06,7482460552.63,6604799044.32,4199479204.99,4393613809.1,6382740640.73,3504253625.66,5312571375.7,6152866438.17,5069590504.93,4324267520.89,9134571579.03,8263150485.62,9179828855.61,7896366769.64,12945674097.63,12360092326.44,9160633748.92,18991826373.0,15263964266.44,17650910203.12,46593199658.03,13557244224.58,38943652237.28,42662343674.54,35153125983.81,62108233763.63,40139529642.32,18457134489.68,55818219374.54,112350050332.47,72493419648.66,96903519590.52,106842690564.02,91451106671.51,154209884751.36,160077268619.34,128456108276.11,232138671874.16,191087037588.3,235537429779.85,197756140010.48,481144219091.14
18,07-31-2012,2003.0,0.0,0.0,0.0,0.0,0.0,11403283.06,17594836.83,20652824.85,0.0,0.0,26160227.0,11699008.21,66849479.04,0.0,0.0,0.0,0.0,0.0,77904349.02,0.0,67946865.99,72186046.38,165288082.64,190152932.6,0.0,94640861.08,245300991.13,0.0,124094512.7,159432620.93,113006442.14,115633245.49,289072605.57,0.0,582602300.96,243097366.12,187259937.12,147111097.53,266326900.02,100786752.0,99500700.6,608694997.25,141199990.28,772433270.14,131160094.0,183746000.0,203931361.26,257814445.0,540619229.59,667300046.64,884690659.5,639263435.0,292850860.15,975523304.46,339458955.53,577809409.91,178318286.02,420936028.61,0.0,1070314152.63,1392151464.35,578134064.37,450492198.79,599307477.96,1282575699.7,926108127.45,1029308028.74,1822454399.48,751560147.24,2557116596.35,582858049.73,860659200.05,1370668668.74,4728746618.22,1078777301.0,742188246.9,4918728858.05,457772681.17,1037108472.0,1024525791.53,1354176201.05,1425940601.0,1344717659.7,2145350439.9,1325976159.0,1220491695.99,1476891172.54,1815892635.97,2543321788.45,1192840456.0,2011168598.84,1765774990.1,1443246330.8,6901109095.67,6811896189.88,3666757764.95,2394279111.37,7449845037.16,6579556590.08,4308421128.31,4521394028.06,6310125907.08,3530246289.75,5386776702.16,6174708025.29,5242281089.99,4468518615.8,9356882502.67,8195148141.72,8748949868.62,8010047030.24,13000612611.21,12316660699.78,9691638848.02,18976087312.08,14508956637.45,15949165518.76,44297727020.52,13397937629.29,38969023363.51,42815596506.32,36482259945.74,59216830073.81,40666933986.43,19358526571.48,55753550736.81,114765844112.9,71006188064.63,96321429518.03,105750860727.28,87883998108.42,153347465927.73,164161709788.09,138821666362.65,228494727845.45,190732450616.49,252873647230.65,200366784237.12,485342563803.96
17,06-30-2012,2003.0,0.0,0.0,0.0,0.0,0.0,11574226.88,18138880.58,21581001.16,0.0,0.0,26035805.0,13327030.26,66978464.3,0.0,0.0,0.0,0.0,0.0,76089116.41,0.0,66278335.49,71507651.95,164232421.64,165540903.11,0.0,80726811.85,241567105.75,0.0,134422671.27,160887828.08,104285877.63,183626289.37,261815999.9,0.0,574860867.9,256440946.16,188769320.64,144507878.01,284180451.06,91453631.3,102556449.52,606275221.56,143043889.3,765283735.69,132747234.0,226603000.0,200414600.97,246911033.0,518982272.85,702251601.06,897778057.15,643043011.0,289430031.0,966634185.14,299192380.96,667442815.92,170749815.06,417505723.27,0.0,923374092.34,1451596753.85,555619633.59,455542608.51,605219631.43,1291239345.83,913850945.04,1059196325.4,1817733823.81,777537843.4,2668653942.65,612473679.02,886239937.82,1395384009.18,4932284583.5,1233080588.67,795045305.12,4655901939.78,456953548.69,1098739135.0,885906245.34,1249228925.41,1444484372.0,1362857683.99,2131965146.47,1288345559.0,1210711351.17,1513525990.29,1820037707.4,2658128926.15,1146240377.0,1892408046.56,1497210883.44,1536004527.63,6664291585.59,5621463864.64,3896429148.37,2502177413.26,7112755806.91,6693123307.94,4360114568.91,4571233488.19,6329072433.75,3221484497.86,5358805609.98,6036856464.19,5260577988.87,4178672917.43,9118628567.25,8213108715.34,8857214093.74,7257816146.25,13053785703.33,11885225157.43,9245908485.01,19067774381.71,15333730117.91,14760676044.75,45665611517.77,13333969725.84,43469865961.18,41946180934.83,34763744940.25,57011559045.2,41157445834.44,18863428387.57,54591246982.55,108315321855.16,69457247603.13,94714363347.37,104153330347.63,80396964231.93,152921097479.75,163295431721.25,123406247519.83,229722801414.91,186746521851.92,239698804535.4,196073527786.29,476742480318.69
16,05-31-2012,2003.0,0.0,0.0,0.0,0.0,0.0,15252833.96,18807110.2,20815401.59,0.0,0.0,25722836.0,14561202.89,67375447.07,0.0,100154377.79,0.0,0.0,0.0,74899564.62,184351469.46,68150923.66,71913982.86,183785189.29,168055218.37,0.0,80954263.11,243365706.35,0.0,135114779.04,171434376.14,105240818.32,179619218.92,271657386.2,0.0,632864145.75,256072453.33,187472699.31,147951027.28,272154675.89,104750503.94,100815890.08,616244897.11,144041550.43,764685942.84,131263871.0,235955000.0,200970630.62,242077335.0,547187714.21,703212793.7,901409353.41,670599715.0,519286493.34,906882827.73,321169287.63,629687820.34,174396037.47,394387603.15,0.0,908337631.01,1252373714.43,510038511.44,454803965.82,609760106.99,1282143697.58,925939066.95,1061406412.31,1742858211.11,836714681.57,2661505611.29,596414498.4,905292701.79,1401949577.48,5125575853.35,1308602182.27,844157152.76,4483199302.6,456171650.19,1010333363.0,899399400.69,1341685683.24,1444418335.0,1390778381.85,2137971032.28,1284842912.0,1272888944.2,1486518499.61,1817890247.59,2587373906.83,1147498120.0,1890415563.02,1652164573.52,1485659502.24,6823882865.16,6696192442.88,3832683907.42,2522818919.26,7290699797.4,5711727215.01,4383414528.96,4380600292.25,6241709608.62,3115355271.93,5270885788.11,6215459351.76,5276806626.28,4390871800.26,9130711466.7,8158738894.3,9140779193.68,7535692204.97,13003001838.77,11834987257.44,9021434348.06,19343370541.01,16384875982.85,14058247222.69,48423996357.52,13523917205.49,38644222415.09,44357017758.32,33982717866.46,58406882950.37,40300496476.63,19243858603.79,55967495167.75,112346708803.98,71329852474.24,96682040790.4,106679286291.03,80234556442.75,151315464806.07,164223974098.78,131735351902.96,230921603457.6,193730674864.27,254759727820.75,197780940400.04,474855355111.65
